F606W flux (muJy),F814W flux (muJy),F125W flux (muJy),F160W flux (muJy),F606W err (muJy),F814W err (muJy),F125W err (muJy),F160W err (muJy),redshift
0.416862,0.514648,1.07768,1.62302,0.0196227,0.0239454,0.0338896,0.0305932,2.18385
0.54271,0.673152,1.17907,1.34984,0.0258911,0.0310941,0.0364748,0.0314398,1.2906833333333332
0.0128702,0.114198,0.171866,0.185201,0.0148023,0.019179,0.0240245,0.0211742,2.17785
0.0206588,0.0402876,0.0805755,0.11069,0.00819519,0.010187,0.0141119,0.0130116,0.5511333333333334
0.441954,0.50384,0.784179,1.01401,0.0260742,0.029886,0.037701,0.0329126,0.9512166666666667
0.280629,0.545945,0.935869,1.26813,0.0230978,0.0289783,0.0361972,0.0328807,0.8665666666666666
0.263242,0.309326,0.466863,0.691577,0.0151567,0.0183679,0.0251895,0.0226481,1.9714
0.53647,0.684287,0.720618,0.771076,0.0185144,0.0215728,0.0207679,0.0176518,0.18011666666666667
0.036461,0.0502269,0.125318,0.169468,0.0240514,0.0304405,0.0431423,0.0377729,1.4775666666666665
-0.00713927,0.00309371,0.0089786,0.0660229,0.00817908,0.0100728,0.0118397,0.0115414,9.215336666666667
0.0751885,0.0897936,0.734368,1.39188,0.0269872,0.0332149,0.0427496,0.0400832,1.9021833333333331
0.236829,0.443661,0.565956,0.688875,0.0485178,0.0607209,0.0518407,0.0458528,0.8617833333333333
0.0362114,0.0939117,0.175978,0.240059,0.0133515,0.016951,0.0199266,0.0171553,0.27968333333333334
1.63439,2.90751,3.38815,3.6376,0.0341139,0.0415112,0.0525042,0.0443332,0.7160333333333333
0.155644,0.241478,0.300169,0.379881,0.0182644,0.0223821,0.0253859,0.0223591,0.5283166666666667
0.495815,0.834576,1.075,1.26001,0.0265663,0.034227,0.0374533,0.0348285,0.6507833333333334
1.58657,2.18738,2.61476,2.66516,0.0364353,0.0450419,0.050562,0.0401438,1.0245
1.91245,3.99253,7.73505,8.88459,0.0393613,0.0646651,0.057919,0.0486088,0.2841166666666667
0.165262,0.22478,0.503475,0.647701,0.016477,0.0210894,0.0238727,0.0215197,1.3208666666666666
0.0114748,0.00429582,0.0253982,0.0915555,0.0195087,0.0236843,0.0269563,0.0242216,1.0013166666666666
0.697737,1.14008,1.53269,1.71475,0.025355,0.0321353,0.0375773,0.032693,0.24755000000000002
0.0931626,0.0857964,0.16783,0.283227,0.0120996,0.0138973,0.0171612,0.0155939,1.5442
0.15609,0.328263,0.581845,0.644254,0.0244618,0.0310492,0.0367784,0.0314395,0.6667666666666667
0.0557527,0.0476693,0.0942233,0.126491,0.0217515,0.0256218,0.0305178,0.0269767,1.5511666666666668
0.0766981,0.0801977,0.107361,0.120924,0.0110681,0.0130073,0.0160233,0.0143121,0.4107166666666667
0.0792519,0.0869059,0.151106,0.251783,0.00999484,0.0121266,0.0171279,0.0158688,1.3310833333333334
0.180867,0.210481,0.442524,0.34544,0.0125626,0.0151292,0.0177897,0.0148266,1.4659000000000002
0.0462644,0.0430292,0.0964595,0.121271,0.0297502,0.0356995,0.0313136,0.0299708,0.8747166666666667
0.303714,0.201847,1.09077,1.40616,0.0653542,0.0911843,0.0544121,0.0483944,1.5977
0.0133736,0.0716971,0.0670296,0.116965,0.0153172,0.0195177,0.0236161,0.0220441,4.8255
0.0717424,0.0874623,0.106617,0.176088,0.0111645,0.0138396,0.0188151,0.0169965,1.61155
0.877174,3.39468,7.82902,10.774,0.0357719,0.0487408,0.0687167,0.060061,0.6759666666666666
0.0516646,0.0563363,0.0953259,0.106208,0.0105388,0.0118326,0.0155603,0.0137348,1.0877833333333333
0.0384735,0.125899,0.247934,0.295664,0.0217179,0.0276445,0.0347491,0.0314605,0.7377166666666667
0.915273,1.18781,1.39482,1.53006,0.0294106,0.0357616,0.0379884,0.0325126,0.3624833333333333
0.145196,0.332092,2.37932,3.68942,0.0268679,0.0358677,0.0431837,0.0393513,1.81965
0.26993,0.531087,0.954121,0.999848,0.0234418,0.0297986,0.0326861,0.026278,0.6658166666666666
0.63645,0.953989,0.965677,1.04993,0.0251965,0.0309816,0.0330794,0.0274331,0.48045
0.251707,0.276806,0.692676,0.60716,0.0179179,0.0212163,0.0269389,0.0229958,1.5829666666666666
0.0324495,0.0162269,0.0927749,0.144504,0.0135186,0.0167221,0.0196337,0.0175312,1.5072833333333333
0.0832224,0.0996562,0.115912,0.17221,0.0118044,0.0140881,0.0170915,0.0155223,1.4593333333333334
0.255686,0.244187,0.457477,0.544658,0.016226,0.0182413,0.0246253,0.0212929,1.5113666666666665
0.0614197,0.0755642,0.112535,0.102547,0.0113696,0.0131734,0.0159088,0.0141203,3.2175833333333337
0.04001,0.0844034,0.146309,0.168331,0.00978446,0.0125932,0.0176858,0.0156153,0.5278833333333334
0.752227,0.901455,0.946837,1.06217,0.0301706,0.0356882,0.0421029,0.0363144,0.11356666666666666
0.146491,0.217439,0.491392,0.588813,0.0216025,0.0252581,0.0308663,0.0258803,0.89085
0.0370377,0.0505766,0.113803,0.150383,0.0110876,0.0133385,0.0127987,0.0103151,1.1178333333333332
0.0265876,0.00889354,0.0483072,0.087396,0.00797164,0.00885239,0.0142114,0.0106283,2.990016666666667
0.0610975,0.0748015,0.120154,0.116212,0.00979052,0.0113104,0.014697,0.0126104,1.4009833333333335
0.0776187,0.0853351,0.232233,0.250656,0.0111777,0.013826,0.020076,0.0173806,1.29815
0.605741,1.91125,3.95291,5.21603,0.0251923,0.0342535,0.0536733,0.0471341,0.7683999999999999
0.0324715,0.0778643,0.180973,0.218522,0.0180991,0.0233975,0.0328713,0.0291073,0.9734666666666666
1.91868,5.50569,8.28786,9.77538,0.0353579,0.0531937,0.0715805,0.0466038,0.35556666666666664
0.00927171,0.0263864,0.0584354,0.0882668,0.0129521,0.0176844,0.0191659,0.0220052,1.0819166666666666
0.0715364,0.0883881,0.143368,0.119854,0.0172684,0.0206937,0.0253611,0.0215955,1.1429500000000001
0.450048,0.47443,1.04762,1.3815,0.0314229,0.0379379,0.0434061,0.0383468,0.6438
0.00151519,0.000381844,0.00905253,0.0236973,0.00484372,0.00598042,0.00736074,0.00643422,7.247568333333334
0.81436,0.876935,0.783682,1.04716,0.048078,0.0571302,0.0777678,0.0663502,0.5768333333333334
0.036424,0.123263,0.21585,0.226595,0.00993011,0.0131553,0.0163462,0.0142327,0.5215666666666666
0.31205,0.482912,1.1741,1.73049,0.0236632,0.0291719,0.0375563,0.0339516,0.12133333333333333
2.03303,4.80329,7.09218,8.16537,0.0735472,0.0956008,0.106178,0.0926283,0.036
0.216054,0.286818,0.297127,0.486402,0.0183666,0.0219849,0.0241635,0.0217859,1.6466333333333332
0.180156,0.362976,0.502236,0.537338,0.014306,0.018366,0.0248114,0.0222741,0.9286
0.133983,0.24145,0.305296,0.346484,0.0114029,0.0145954,0.0193817,0.0170759,0.59615
0.193486,0.720465,3.08459,6.93316,0.0416703,0.0561883,0.0624716,0.0601255,1.5752
0.422794,0.490256,0.788916,1.50468,0.0184896,0.0224818,0.0308026,0.0287245,0.5057666666666667
0.115574,0.192018,0.250996,0.237476,0.0141485,0.017979,0.0211506,0.0178668,0.8351999999999999
0.0514325,0.0439811,0.106723,0.143895,0.0087847,0.0101963,0.0130746,0.0114974,0.8297499999999999
-0.000504017,0.0553384,0.146809,0.142868,0.014637,0.0186015,0.0179629,0.0157441,1.1247833333333335
0.299959,0.385903,0.975829,1.05389,0.0285956,0.0343023,0.0414819,0.0357434,0.5167833333333333
1.08661,2.66889,5.0656,6.07788,0.0373231,0.0542732,0.056422,0.048378,0.9222833333333335
0.659342,0.90774,2.25609,2.65507,0.0300047,0.0360239,0.044189,0.0381533,1.6067666666666665
0.0395433,0.109869,0.887311,1.60198,0.0161731,0.0193816,0.0285732,0.0263022,1.7904999999999998
0.319026,0.387843,0.742779,1.09818,0.0247434,0.0295903,0.0452583,0.0415192,2.13125
0.1505,0.251026,1.69419,3.40578,0.0347814,0.0413393,0.0603602,0.0552617,1.9101333333333332
0.208304,0.2062,0.404653,0.539534,0.0130718,0.0156413,0.0216822,0.0193752,1.8193833333333334
0.0625485,0.132692,0.209411,0.215274,0.013122,0.0165521,0.021129,0.0163385,3.9833000000000003
70.7291,233.438,407.686,494.222,0.163994,0.287897,0.341657,0.261902,4.653751666666666
0.0784644,0.0819339,0.162566,0.186753,0.0120244,0.0150129,0.0242576,0.0148133,1.1931666666666667
0.0725029,0.149427,0.141901,0.176599,0.0102867,0.0130829,0.0159826,0.0143599,0.8914333333333334
0.0939866,0.117944,0.296945,0.322662,0.0149886,0.0184276,0.0213302,0.0187094,1.3108666666666668
0.0987707,0.113224,0.393335,0.594435,0.031662,0.0378654,0.0346365,0.0313523,1.7371166666666669
0.0568546,0.18049,0.249423,0.311958,0.0144328,0.0178753,0.0210426,0.0169036,0.7235166666666668
0.0875518,0.0859141,0.0684613,0.181629,0.0164976,0.0190787,0.0235339,0.0209452,1.4042666666666666
0.094712,0.102827,0.206925,0.204478,0.0110417,0.0128214,0.0165861,0.0147541,1.1954833333333335
0.253115,0.623488,2.21978,3.57094,0.0253931,0.0305152,0.0452501,0.0397102,1.26365
0.0849613,0.111055,0.211806,0.251779,0.0121513,0.0152816,0.0198285,0.0155499,0.7749166666666666
0.00307933,0.00745607,0.0112928,0.0737955,0.00945344,0.0115497,0.0113785,0.0109707,5.043666666666667
0.370262,0.360233,0.544673,0.915337,0.0159119,0.0187534,0.0258465,0.0236192,1.7192999999999998
0.0400763,0.0566894,0.0809822,0.0747563,0.0369052,0.044679,0.0568914,0.046234,1.5468000000000002
0.353874,0.584917,0.590703,0.706819,0.0227663,0.0282395,0.0308294,0.0270704,0.6406666666666666
0.150659,0.354408,0.265356,0.333942,0.0272576,0.0438503,0.0218256,0.0188867,0.8942333333333333
2364.72,3479.61,4192.55,4163.43,1.01371,1.12446,0.977866,0.716088,5.006968333333334
0.0666379,0.132046,0.16696,0.162447,0.00897019,0.0113206,0.0137947,0.0117853,0.7465666666666668
0.0975479,0.160263,0.199639,0.259016,0.0247472,0.0383013,0.0288544,0.0244362,0.62615
0.0925433,0.316429,1.90428,3.87276,0.0316396,0.0399663,0.0542594,0.0507265,2.3156499999999998
0.492028,0.744697,0.929545,1.05582,0.0217356,0.0277006,0.0290918,0.0261806,0.3376666666666666
0.0398464,0.0739272,0.116641,0.141918,0.0105137,0.0131652,0.0147825,0.0127837,0.8301333333333333
0.338333,0.775402,1.37736,1.53739,0.0231759,0.0330095,0.0340571,0.0295152,0.9082833333333333
0.0804022,0.0644352,0.188828,0.276933,0.0122109,0.0146395,0.021219,0.0190008,1.4601999999999997
0.0696252,0.0906906,0.164057,0.19957,0.0101492,0.0127488,0.0184325,0.015201,1.315
0.0418782,0.0867661,0.120019,0.108509,0.0100497,0.0127477,0.0156784,0.0119747,0.7839666666666667
0.00719925,0.0134519,0.00826797,0.193695,0.0100503,0.0126169,0.0142426,0.0140021,7.845666666666667
0.112233,0.238807,0.379526,0.505035,0.0152095,0.0191439,0.0281244,0.0190236,0.9659
0.222002,0.453186,0.607095,0.683814,0.0197138,0.0252089,0.0276912,0.0237175,0.8839499999999999
0.685611,1.25153,1.50148,1.56918,0.0205122,0.0259942,0.0392323,0.0335723,0.7174333333333333
0.0799132,0.0989393,0.171275,0.231823,0.0236799,0.030616,0.0295605,0.0259215,0.9233666666666668
0.00457029,0.00683264,0.0294032,0.0500046,0.00632163,0.00779634,0.00919507,0.00808206,1.3004666666666667
0.0451616,0.0488072,0.138467,0.169438,0.0128839,0.0156164,0.0196251,0.0174686,0.943
0.58805,0.685542,1.2332,1.66087,0.0223924,0.0254512,0.0330187,0.0289468,1.6069166666666665
0.400535,0.455842,0.611377,0.973379,0.0211641,0.0249839,0.0276524,0.0247763,1.8585833333333335
0.508704,0.948763,1.50994,1.62846,0.0173236,0.0219578,0.0340123,0.032631,0.9880499999999999
0.0328358,0.0449221,0.0852664,0.0938911,0.0109466,0.0136861,0.0153123,0.0136225,1.0310833333333334
0.217134,0.231599,0.406806,0.595095,0.0186723,0.0223647,0.02518,0.0220142,1.8013333333333337
0.0977356,0.160914,0.167799,0.1099,0.0139745,0.0174369,0.0212001,0.017419,0.6341
1.00881,2.05627,4.37865,5.486,0.0350973,0.0455106,0.0593122,0.0522991,1.0214
9.62824,11.1579,12.0063,12.2415,0.0934502,0.110141,0.118488,0.0996855,0.09433333333333332
0.169335,0.18669,0.216984,0.243593,0.0197926,0.023745,0.0251717,0.0221295,0.60915
0.428644,0.470322,0.823857,1.12539,0.0224591,0.0261467,0.0299755,0.0267157,1.9035
0.0252129,0.0158344,0.040964,0.0717885,0.0106839,0.0127603,0.0156162,0.0130226,1.0532166666666667
0.181563,0.350283,0.478938,0.487565,0.0183189,0.0236819,0.0317916,0.0277689,0.6673166666666667
0.0485606,0.0719487,0.0715453,0.0978239,0.0126656,0.0161824,0.0186203,0.0163625,3.830716666666667
0.039494,0.0381389,0.0415349,0.122288,0.010893,0.0132836,0.0153295,0.0138916,1.2513833333333333
0.158449,0.169306,0.153081,0.240482,0.0127328,0.0151011,0.0159523,0.0143015,2.7037
0.219438,0.260211,0.356276,0.385208,0.0317629,0.0443565,0.0295191,0.0249658,0.3592166666666667
0.0747135,0.0758217,0.178347,0.213205,0.0115376,0.0136374,0.0175947,0.0155471,1.2290333333333334
0.236259,0.340734,0.781899,1.07788,0.0175436,0.021987,0.0312072,0.0282144,1.3231666666666666
0.0495801,0.158416,0.231137,0.281812,0.0242482,0.0304223,0.0370202,0.0339027,0.7069666666666666
0.0237458,0.0672044,0.152065,0.191707,0.0130295,0.0165003,0.0205784,0.022149,0.9605166666666668
0.138385,0.132726,0.2517,0.363027,0.0172993,0.0214708,0.0240378,0.0217121,1.4146166666666666
0.194339,0.266557,0.495425,0.740991,0.0162749,0.019263,0.020859,0.0187383,1.23555
1.28258,3.55226,7.53146,9.22787,0.0413462,0.056073,0.0669402,0.0557295,0.9350833333333334
0.183736,0.171472,0.348704,0.392672,0.0250939,0.0297808,0.0264689,0.0231698,1.5973666666666668
0.0881415,0.192612,0.168324,0.200372,0.0106156,0.0133776,0.0158386,0.013195,0.6265166666666667
0.0249552,0.345456,1.78249,2.77908,0.0190298,0.0249655,0.0461984,0.0295605,1.2145833333333333
0.426539,0.773227,1.8044,2.62472,0.0500125,0.0735251,0.0606765,0.054063,1.7956166666666666
0.115794,0.403792,0.472494,0.480984,0.0160071,0.0222002,0.026019,0.0225627,4.372316666666666
0.0279308,0.0410992,0.032614,0.0821708,0.0102478,0.0125941,0.01492,0.0136439,1.5959333333333332
0.251231,0.424315,1.83181,3.70828,0.0302759,0.0375161,0.0554326,0.0511904,1.9842333333333333
0.0794007,0.321103,0.408057,0.471335,0.0142154,0.018435,0.0233205,0.0203203,4.612150000000001
0.178242,0.21064,0.277826,0.431149,0.0182162,0.0222419,0.0300979,0.0275979,0.28331666666666666
0.080206,0.093358,0.21478,0.317195,0.0129909,0.0159617,0.0222869,0.0200656,0.4593333333333333
0.363042,1.55637,3.02889,3.27145,0.0166786,0.0255406,0.0358393,0.0300112,0.6263166666666667
0.142531,0.285935,0.3511,0.453991,0.0200146,0.0244958,0.0315931,0.0269807,0.23841666666666664
1.74935,4.42275,8.07685,9.91958,0.0312091,0.0430306,0.0546567,0.0491701,0.7897833333333333
0.0857351,0.22223,0.311758,0.389125,0.014918,0.0184476,0.0194753,0.0173332,0.6769833333333333
0.184714,0.21736,0.415235,0.676821,0.0134569,0.0161566,0.0227648,0.020899,1.423416666666667
0.422672,0.815826,1.5639,2.07743,0.0290062,0.0354457,0.0467758,0.0408685,1.0865666666666667
0.219659,0.252583,0.531742,0.786144,0.0220113,0.0267441,0.0303444,0.0269088,1.5526833333333332
0.0306306,0.0486193,0.0505203,0.0660317,0.0210632,0.0257203,0.0301963,0.0271353,0.6565500000000001
0.204159,0.38668,0.664757,0.793572,0.0303775,0.0381443,0.0471032,0.0413486,0.46649999999999997
1.29607,1.47665,1.14632,1.35568,0.0376356,0.0455891,0.0604425,0.0569562,0.8191333333333334
0.232073,0.265201,0.549653,0.968366,0.0220572,0.0264647,0.0312859,0.0277936,2.417083333333333
0.107975,0.0895528,0.111453,0.176562,0.0142587,0.0170917,0.0182198,0.0162507,2.971633333333333
0.000825049,5.52554e-05,0.000747736,0.00165079,0.00047175,0.000560703,0.000648757,0.000557196,3.1145333333333327
0.270983,0.318604,0.516581,0.710974,0.0188526,0.0225828,0.0249917,0.0225526,1.4112333333333333
0.307824,0.335676,0.349612,0.355323,0.0227401,0.0271779,0.0408615,0.0250049,0.3661666666666667
0.0670311,0.0858454,0.173931,0.163569,0.0167825,0.020594,0.0244929,0.0193709,1.4830500000000002
0.556464,0.62514,1.02874,1.28249,0.0245186,0.0288148,0.0332789,0.0288331,1.6756833333333334
0.0841004,0.13706,0.147494,0.194233,0.0179342,0.0226415,0.0232513,0.0193978,0.5029666666666667
0.040407,0.0436962,0.0740124,0.10526,0.00902698,0.0110821,0.0123029,0.0108934,1.928116666666667
0.00438394,0.00396016,0.113336,0.350979,0.0163037,0.0193208,0.0246272,0.022596,2.1223
0.0113645,0.0252498,0.0579834,0.0862828,0.00904541,0.0119145,0.0166064,0.0150817,1.0771666666666666
19.187,26.33,31.089,34.5997,0.110147,0.134162,0.146592,0.12861,0.19073333333333334
0.515821,1.18106,5.30886,8.48356,0.0476025,0.062441,0.0736072,0.0673924,1.8629833333333332
0.139283,0.243586,0.555292,0.643226,0.0159635,0.0195996,0.0217201,0.0189745,1.296
0.232055,0.237298,0.448502,0.332025,0.013391,0.0160153,0.0225578,0.0184379,1.5253500000000002
0.0227045,-0.0891786,0.0120931,0.103252,0.168289,0.194728,0.24004,0.196315,6.065866666666666
0.389398,0.578779,1.28021,1.54356,0.0255227,0.0315809,0.0399738,0.0354456,1.4838333333333331
0.283453,0.487966,0.635041,0.647206,0.0305755,0.0357538,0.047877,0.0411311,0.5195166666666667
0.098805,0.119772,0.199136,0.246493,0.0136438,0.0164873,0.0184111,0.0161177,1.1481000000000001
0.187985,0.169956,0.71663,0.364781,0.0430622,0.0510795,0.0699159,0.0554391,0.4559333333333333
58.6579,160.014,254.27,291.451,0.153051,0.242543,0.263552,0.208646,1.1902666666666666
0.0616889,0.0992374,0.196843,0.207697,0.0155891,0.0216508,0.0245409,0.0222318,1.0330833333333336
0.0423368,0.0895552,0.170667,0.241442,0.0112163,0.0145624,0.0164612,0.0156253,0.6426333333333334
0.0350766,0.0374086,0.0926108,0.0986239,0.00805714,0.00961548,0.0154561,0.0119391,1.4334833333333332
0.126485,0.130721,0.236048,0.273671,0.0156218,0.0184997,0.0232997,0.0207281,1.18435
0.0687893,0.0867924,0.258901,0.280227,0.0115453,0.0143973,0.0208524,0.0181672,1.6882166666666667
0.0614262,0.0447703,0.134123,0.118536,0.0143804,0.016822,0.020898,0.0182725,1.1487999999999998
0.0262047,0.0467998,0.0560294,0.0785243,0.00577908,0.00724057,0.0085358,0.00720202,0.7894833333333334
1.52144,2.58027,3.47049,4.04318,0.0410576,0.0517229,0.0615442,0.0542196,0.18800000000000003
0.0739698,0.195317,0.34956,0.371501,0.0145182,0.0187932,0.0229702,0.0202796,0.9689333333333333
0.684611,1.09985,1.32407,1.50884,0.0258149,0.0346534,0.0409431,0.0352818,0.4473500000000001
0.60246,2.7144,5.88187,6.41865,0.0209153,0.0330318,0.0478983,0.0400004,0.8007999999999998
0.108909,0.210154,0.289619,0.37326,0.0236656,0.0297033,0.0328544,0.0284596,0.92135
0.0511862,0.0859999,0.167997,0.238837,0.014656,0.0188402,0.0206451,0.0184195,0.9736833333333333
0.242085,0.646406,1.27823,1.76218,0.0132873,0.02013,0.0236291,0.0224457,0.6841833333333334
0.155505,0.149639,0.32825,0.418087,0.0151257,0.0179582,0.0221897,0.0199468,1.4331166666666668
0.0235194,0.0178797,0.0512607,0.0887379,0.00958482,0.0111003,0.0130149,0.0121801,0.99025
759.735,1297.46,1778.5,2072.26,0.535138,0.712642,0.666667,0.523032,4.293735000000001
0.0611067,0.121101,0.172233,0.143893,0.0134753,0.0158576,0.021485,0.0185624,1.0259500000000001
4.16798,5.80224,6.50073,7.07402,0.0587436,0.0714631,0.0659384,0.0601918,0.4107
0.122411,0.152465,0.148996,0.300399,0.029425,0.0367574,0.0487497,0.0453971,0.9775333333333333
0.271855,0.30628,0.540242,0.724954,0.0135975,0.0166121,0.0288258,0.025836,1.4683666666666664
-0.00326366,0.0266744,0.0573954,0.11518,0.0155029,0.0204798,0.0236585,0.0216241,1.5433000000000001
0.0394958,0.08881,0.121274,0.152885,0.0172492,0.0209661,0.0229104,0.0197865,0.9889
12.4348,31.0284,57.2932,76.9262,0.0756628,0.115111,0.143591,0.126241,0.45868333333333333
0.399265,0.842702,1.30345,1.39986,0.0225911,0.0291318,0.0483603,0.0391422,0.9533166666666667
0.536638,2.31888,6.36955,8.70189,0.027119,0.0383549,0.0575805,0.0510384,0.8811166666666668
0.94129,1.55304,2.09738,2.21374,0.0216811,0.0276875,0.0358865,0.0305424,0.9476333333333332
1.30989,2.36126,2.92685,3.39444,0.0262585,0.0343273,0.0438555,0.0383358,0.63735
0.306486,0.342273,0.791097,0.641059,0.0137815,0.0165442,0.0241573,0.0196257,1.2944499999999999
0.083,0.0957947,0.153927,0.244821,0.014794,0.0177436,0.0176071,0.0155364,1.0346666666666666
0.236184,0.431442,0.389102,0.494241,0.0121768,0.015763,0.0197255,0.0176035,0.6521
0.0493232,0.0805609,0.181452,0.247815,0.0103864,0.0130395,0.0183013,0.0164243,0.5798000000000001
0.160289,0.23165,0.310576,0.386016,0.0265354,0.0329386,0.0367131,0.0314662,0.2735
0.0301578,0.0534805,0.0927372,0.108447,0.0103848,0.0131101,0.0146952,0.0128005,1.8188666666666666
0.0988108,0.0829795,0.157885,0.19402,0.00986331,0.011305,0.0183533,0.0143939,1.8887166666666666
2.3082,4.04626,5.02804,5.88089,0.0384988,0.0493292,0.0527369,0.0433247,0.6301166666666667
0.0893523,0.14123,0.29942,0.328585,0.0103381,0.0120533,0.0150872,0.0145206,1.2485
0.148427,0.137215,0.233042,0.258643,0.0108519,0.0128667,0.0202365,0.0176303,1.7554666666666667
0.00220038,0.0325657,0.0789652,0.102449,0.00932946,0.0130011,0.015805,0.0148369,4.774933333333334
0.117788,0.168715,0.186867,0.230406,0.0160321,0.0192591,0.0238848,0.018772,0.34113333333333334
0.104396,0.161625,0.212744,0.227218,0.0132256,0.0167743,0.0225757,0.0199099,3.6403666666666665
0.00452362,0.0187917,0.00283022,0.321278,0.00913319,0.0115203,0.0144322,0.0165051,9.965333333333334
0.0172125,0.00377251,-0.0911539,0.205598,0.0449661,0.0560315,0.0675804,0.0578774,7.2201666666666675
0.193647,0.216783,0.377914,0.55133,0.0187407,0.0219042,0.0240591,0.0209555,1.45455
0.263173,0.201494,0.214651,0.393748,0.0196692,0.0218761,0.024699,0.023613,2.0436166666666664
0.0274085,0.0703378,0.106815,0.106553,0.00919343,0.0123099,0.0174605,0.014528,0.8668
0.118141,0.216267,0.348729,0.43832,0.0156641,0.0189281,0.0264018,0.0230267,1.16395
0.0472821,0.130008,0.875804,1.67742,0.0255268,0.0315039,0.0381867,0.0342533,1.6977166666666665
0.0212539,0.0557181,0.0808257,0.0793062,0.00513322,0.00661609,0.00787751,0.00618702,0.9527833333333332
0.0557164,0.0720147,0.197404,0.227551,0.0209031,0.0296655,0.017846,0.0157152,0.8325
0.308395,0.851884,1.3327,1.54881,0.0319636,0.0412741,0.0463073,0.0398323,0.7855666666666666
0.641755,0.885434,1.1437,1.24557,0.0221435,0.0275797,0.0292031,0.0252266,0.2713166666666667
0.0657673,0.120777,0.156408,0.137438,0.0334389,0.0379995,0.0411143,0.0367512,0.37388333333333335
0.133377,0.119402,0.295106,0.668221,0.0263246,0.0300895,0.0318936,0.0283015,1.1351166666666666
0.698524,0.88426,2.32759,3.69705,0.0348406,0.0429252,0.0533904,0.0475274,2.2782
0.98855,2.90443,4.95047,5.31569,0.0494676,0.0819506,0.0464325,0.0380482,0.4542000000000001
1.18686,4.70969,9.98055,13.0589,0.0408925,0.0601628,0.0601535,0.0555929,0.7455333333333334
1.55012,2.78904,4.36211,5.09652,0.0355126,0.0457549,0.0709193,0.0594437,0.34653333333333336
0.797242,2.16358,3.24192,3.68039,0.0304525,0.0418325,0.0403099,0.0341104,0.7927
0.137728,0.140824,0.267241,0.237837,0.0148407,0.0174487,0.0219567,0.0194228,1.4534333333333336
64.8165,91.7643,83.0661,84.468,0.198405,0.24121,0.231989,0.186338,2.500835
0.0839619,0.154908,0.232763,0.240547,0.0140033,0.0153533,0.0165815,0.0145993,0.8744
0.228209,0.306567,0.731417,0.968987,0.0160569,0.0183365,0.026287,0.0231368,1.53585
0.144983,0.158136,0.360982,0.552627,0.0219271,0.0265068,0.0302245,0.0266673,1.8298333333333334
0.0747138,0.182748,0.235452,0.245226,0.0115628,0.0151983,0.0202892,0.0175313,0.61435
0.0770493,0.113679,0.150587,0.175295,0.0121517,0.0156016,0.0193782,0.0171914,0.37256666666666666
0.0572917,0.119315,0.157014,0.184895,0.00966748,0.0125971,0.0137476,0.0123,0.7517333333333333
0.527247,0.617537,0.687543,0.742349,0.0279433,0.0330334,0.0315569,0.0260884,0.10968333333333334
0.147029,0.283203,0.441696,0.51998,0.0180198,0.0226319,0.0352138,0.0222054,0.8755000000000001
0.0434128,0.0681145,0.137119,0.180906,0.015997,0.0197815,0.0321284,0.0201727,1.4087333333333332
0.777814,0.751886,1.3402,1.22842,0.0214602,0.0243508,0.0328283,0.0269122,1.6689666666666667
0.191112,0.215529,0.469999,0.768294,0.0205468,0.0249454,0.0307926,0.0285212,1.4751166666666666
0.143609,0.152677,0.22976,0.392359,0.0116419,0.0140054,0.0241525,0.0220448,1.4694666666666667
-0.0045306,0.00317858,0.112571,0.13223,0.0139982,0.0160176,0.0183642,0.0161415,1.2950333333333333
0.0926872,0.065394,0.10562,0.215577,0.0161453,0.0192269,0.0259321,0.0238842,1.1721666666666668
0.53607,0.826937,0.886046,1.12114,0.0497676,0.0627432,0.0814814,0.0728244,0.06416666666666666
0.165442,0.346222,0.409631,0.541757,0.0158326,0.021688,0.0256741,0.0230247,0.6513833333333333
0.0917466,0.128627,0.142487,0.21286,0.0172146,0.021259,0.0233367,0.0258793,2.45855
0.630763,0.657372,1.03475,1.24121,0.0214136,0.0242337,0.0260974,0.0255336,1.4249166666666666
0.352349,0.464336,0.881981,1.10474,0.0242551,0.0306765,0.0339884,0.0304361,0.8126166666666667
0.149027,0.261088,0.326501,0.357623,0.0156538,0.0198549,0.0251173,0.0231783,0.6547833333333333
0.169985,0.312799,0.416686,0.438891,0.0165734,0.0211006,0.0250695,0.0220775,0.7018833333333333
0.283765,0.966181,2.51017,3.33177,0.0297767,0.0391697,0.0504255,0.0445582,0.8611333333333334
0.140646,0.14061,0.126869,0.192826,0.0162069,0.0190555,0.0212609,0.0197042,1.4843833333333334
0.016704,0.0241775,0.0125442,0.0373923,0.00618292,0.00760611,0.00840577,0.00762063,1.4352
88.8689,104.266,87.9698,91.1692,0.173475,0.192058,0.167179,0.12643,0.9241666666666667
0.019182,0.0188719,0.0365276,0.101126,0.00845526,0.0101294,0.0129942,0.0119162,1.5241166666666668
0.78953,2.31889,5.12405,6.48025,0.0371458,0.0506289,0.0544589,0.0482566,0.9382833333333332
0.255095,0.340168,0.482167,0.643989,0.0215415,0.0261658,0.0257462,0.0225539,0.22866666666666668
0.0182655,0.041068,0.124144,0.155104,0.00973655,0.0119214,0.0193305,0.0150549,0.9666666666666668
0.0637659,0.0870115,0.123657,0.115411,0.0100092,0.0122565,0.0118477,0.0104277,0.2877
